relation_id,source_mention_id,predicate_token_i,predicate_start,predicate_end,target_mention_id,source_cluster_id,target_cluster_id,object_property_probabilities_json,selection_method
rel_693_5863_695,693,5863,5863,5864,695,9,14,"{""https://example.org/narrative-character-ontology#trusts"": 0.09217956980384427, ""https://example.org/narrative-character-ontology#threatens"": 0.07171944841294536, ""https://example.org/narrative-character-ontology#protects"": 0.06971682256356454, ""https://example.org/narrative-character-ontology#loves"": 0.037462779573357474, ""https://example.org/narrative-character-ontology#kills"": 0.026773441178997968, ""https://example.org/narrative-character-ontology#hates"": 0.060689443506777206, ""https://example.org/narrative-character-ontology#guides"": 0.1014373782844469, ""https://example.org/narrative-character-ontology#follows"": 0.060511902599429075, ""https://example.org/narrative-character-ontology#fears"": 0.06600656094657706, ""https://example.org/narrative-character-ontology#distrusts"": 0.07846131555658194, ""https://example.org/narrative-character-ontology#deceives"": 0.10808502737330838, ""https://example.org/narrative-character-ontology#commands"": 0.07530827954417292, ""https://example.org/narrative-character-ontology#betrays"": 0.08735913259556413, ""https://example.org/narrative-character-ontology#attacks"": 0.06428889806043275}",nli_grouped_softmax
rel_726_6013_727,726,6013,6013,6014,727,3,9,"{""https://example.org/narrative-character-ontology#trusts"": 0.16529377022851616, ""https://example.org/narrative-character-ontology#threatens"": 0.052779494521700936, ""https://example.org/narrative-character-ontology#protects"": 0.06763797792692078, ""https://example.org/narrative-character-ontology#loves"": 0.04833868293052769, ""https://example.org/narrative-character-ontology#kills"": 0.01849119418840096, ""https://example.org/narrative-character-ontology#hates"": 0.02602588198782835, ""https://example.org/narrative-character-ontology#guides"": 0.15989561426044116, ""https://example.org/narrative-character-ontology#follows"": 0.06304552780384157, ""https://example.org/narrative-character-ontology#fears"": 0.03201238163154659, ""https://example.org/narrative-character-ontology#distrusts"": 0.0636642228412246, ""https://example.org/narrative-character-ontology#deceives"": 0.12392027049787617, ""https://example.org/narrative-character-ontology#commands"": 0.06039391645648787, ""https://example.org/narrative-character-ontology#betrays"": 0.07370768950396354, ""https://example.org/narrative-character-ontology#attacks"": 0.04479337522072357}",nli_grouped_softmax
rel_740_6077_741,740,6077,6077,6079,741,4,3,"{""https://example.org/narrative-character-ontology#heals"": 0.2499163233339897, ""https://example.org/narrative-character-ontology#empowers"": 0.2039757583512023, ""https://example.org/narrative-character-ontology#curses"": 0.2829158751989582, ""https://example.org/narrative-character-ontology#corrupts"": 0.26319204311584987}",nli_grouped_softmax
rel_770_6337_772,770,6337,6337,6340,772,3,14,"{""https://example.org/narrative-character-ontology#trusts"": 0.14772072785341858, ""https://example.org/narrative-character-ontology#threatens"": 0.044397141188666195, ""https://example.org/narrative-character-ontology#protects"": 0.15879104288605383, ""https://example.org/narrative-character-ontology#loves"": 0.06664800273589676, ""https://example.org/narrative-character-ontology#kills"": 0.013123769867739138, ""https://example.org/narrative-character-ontology#hates"": 0.02437518739178721, ""https://example.org/narrative-character-ontology#guides"": 0.10434130108912947, ""https://example.org/narrative-character-ontology#follows"": 0.12115628572308915, ""https://example.org/narrative-character-ontology#fears"": 0.028055668713472398, ""https://example.org/narrative-character-ontology#distrusts"": 0.05590444140691938, ""https://example.org/narrative-character-ontology#deceives"": 0.05262003573480169, ""https://example.org/narrative-character-ontology#commands"": 0.03616518641012704, ""https://example.org/narrative-character-ontology#betrays"": 0.07807174446165842, ""https://example.org/narrative-character-ontology#attacks"": 0.0686294645372408}",nli_grouped_softmax
rel_778_6350_779,778,6350,6350,6351,779,14,3,"{""https://example.org/narrative-character-ontology#trusts"": 0.12942223252314228, ""https://example.org/narrative-character-ontology#threatens"": 0.04276236121000135, ""https://example.org/narrative-character-ontology#protects"": 0.1455133274043875, ""https://example.org/narrative-character-ontology#loves"": 0.06264564978864938, ""https://example.org/narrative-character-ontology#kills"": 0.0098829846349488, ""https://example.org/narrative-character-ontology#hates"": 0.02728779560222389, ""https://example.org/narrative-character-ontology#guides"": 0.09664920617268412, ""https://example.org/narrative-character-ontology#follows"": 0.11658119606801653, ""https://example.org/narrative-character-ontology#fears"": 0.04623713692326991, ""https://example.org/narrative-character-ontology#distrusts"": 0.07468471794781519, ""https://example.org/narrative-character-ontology#deceives"": 0.05058358187142366, ""https://example.org/narrative-character-ontology#commands"": 0.03825713885911965, ""https://example.org/narrative-character-ontology#betrays"": 0.0864667431018116, ""https://example.org/narrative-character-ontology#attacks"": 0.07302592789250634}",nli_grouped_softmax
rel_818_6551_820,818,6551,6551,6552,820,3,14,"{""https://example.org/narrative-character-ontology#trusts"": 0.12976673935912889, ""https://example.org/narrative-character-ontology#threatens"": 0.05707975290222757, ""https://example.org/narrative-character-ontology#protects"": 0.0695269945970148, ""https://example.org/narrative-character-ontology#loves"": 0.054572363337533576, ""https://example.org/narrative-character-ontology#kills"": 0.01900762260838678, ""https://example.org/narrative-character-ontology#hates"": 0.03599974890700531, ""https://example.org/narrative-character-ontology#guides"": 0.12800465764720423, ""https://example.org/narrative-character-ontology#follows"": 0.0650599295778692, ""https://example.org/narrative-character-ontology#fears"": 0.05809197838285663, ""https://example.org/narrative-character-ontology#distrusts"": 0.09959282149267022, ""https://example.org/narrative-character-ontology#deceives"": 0.10810698499703117, ""https://example.org/narrative-character-ontology#commands"": 0.04471499207776516, ""https://example.org/narrative-character-ontology#betrays"": 0.08184285663274363, ""https://example.org/narrative-character-ontology#attacks"": 0.04863255748056289}",nli_grouped_softmax
rel_818_6551_821,818,6551,6551,6555,821,3,0,"{""https://example.org/narrative-character-ontology#travelsTo"": 0.23671639277489676, ""https://example.org/narrative-character-ontology#rulesOver"": 0.09130687179447927, ""https://example.org/narrative-character-ontology#locatedIn"": 0.23338807205030979, ""https://example.org/narrative-character-ontology#leavesPlace"": 0.43858866338031416}",nli_grouped_softmax
rel_829_6611_830,829,6611,6611,6612,830,3,0,"{""https://example.org/narrative-character-ontology#travelsTo"": 0.1515232777466893, ""https://example.org/narrative-character-ontology#rulesOver"": 0.08650414973824787, ""https://example.org/narrative-character-ontology#locatedIn"": 0.15034411424425428, ""https://example.org/narrative-character-ontology#leavesPlace"": 0.6116284582708086}",nli_grouped_softmax
rel_847_6737_848,847,6737,6737,6738,848,14,3,"{""https://example.org/narrative-character-ontology#trusts"": 0.13717313250303853, ""https://example.org/narrative-character-ontology#threatens"": 0.041753811639238574, ""https://example.org/narrative-character-ontology#protects"": 0.062070765852455106, ""https://example.org/narrative-character-ontology#loves"": 0.06777312594502816, ""https://example.org/narrative-character-ontology#kills"": 0.02256852798855562, ""https://example.org/narrative-character-ontology#hates"": 0.029148858248380566, ""https://example.org/narrative-character-ontology#guides"": 0.15558939149662376, ""https://example.org/narrative-character-ontology#follows"": 0.06633259258129003, ""https://example.org/narrative-character-ontology#fears"": 0.04316344121871602, ""https://example.org/narrative-character-ontology#distrusts"": 0.07328022156328877, ""https://example.org/narrative-character-ontology#deceives"": 0.10936395632945839, ""https://example.org/narrative-character-ontology#commands"": 0.06243552934557195, ""https://example.org/narrative-character-ontology#betrays"": 0.07908020723537283, ""https://example.org/narrative-character-ontology#attacks"": 0.05026643805298175}",nli_grouped_softmax
rel_851_6755_852,851,6755,6755,6757,852,14,3,"{""https://example.org/narrative-character-ontology#trusts"": 0.1219144565775398, ""https://example.org/narrative-character-ontology#threatens"": 0.05127953738249372, ""https://example.org/narrative-character-ontology#protects"": 0.07897857054886036, ""https://example.org/narrative-character-ontology#loves"": 0.023684737507557695, ""https://example.org/narrative-character-ontology#kills"": 0.0054631960665233684, ""https://example.org/narrative-character-ontology#hates"": 0.06218805160561374, ""https://example.org/narrative-character-ontology#guides"": 0.14544125507848807, ""https://example.org/narrative-character-ontology#follows"": 0.06472852254568368, ""https://example.org/narrative-character-ontology#fears"": 0.0628903889830275, ""https://example.org/narrative-character-ontology#distrusts"": 0.1607335211950321, ""https://example.org/narrative-character-ontology#deceives"": 0.05506866459044995, ""https://example.org/narrative-character-ontology#commands"": 0.029707316244454187, ""https://example.org/narrative-character-ontology#betrays"": 0.115475613517744, ""https://example.org/narrative-character-ontology#attacks"": 0.022446168156531953}",nli_grouped_softmax
rel_881_6933_883,881,6933,6933,6935,883,3,14,"{""https://example.org/narrative-character-ontology#trusts"": 0.1036595728057737, ""https://example.org/narrative-character-ontology#threatens"": 0.05356821784952164, ""https://example.org/narrative-character-ontology#protects"": 0.08280618996624593, ""https://example.org/narrative-character-ontology#loves"": 0.07096635855931384, ""https://example.org/narrative-character-ontology#kills"": 0.022726555047230368, ""https://example.org/narrative-character-ontology#hates"": 0.028841499840895877, ""https://example.org/narrative-character-ontology#guides"": 0.17073892392500026, ""https://example.org/narrative-character-ontology#follows"": 0.09699951142581395, ""https://example.org/narrative-character-ontology#fears"": 0.043635795736343595, ""https://example.org/narrative-character-ontology#distrusts"": 0.07321907259778958, ""https://example.org/narrative-character-ontology#deceives"": 0.06891742622953496, ""https://example.org/narrative-character-ontology#commands"": 0.05131520959889277, ""https://example.org/narrative-character-ontology#betrays"": 0.08088798664169743, ""https://example.org/narrative-character-ontology#attacks"": 0.051717679775946136}",nli_grouped_softmax
rel_927_7150_928,927,7150,7150,7151,928,14,3,"{""https://example.org/narrative-character-ontology#trusts"": 0.08117616672122643, ""https://example.org/narrative-character-ontology#threatens"": 0.06459300129280529, ""https://example.org/narrative-character-ontology#protects"": 0.08038728892985757, ""https://example.org/narrative-character-ontology#loves"": 0.055573998600236624, ""https://example.org/narrative-character-ontology#kills"": 0.0280537325485026, ""https://example.org/narrative-character-ontology#hates"": 0.048377922637246634, ""https://example.org/narrative-character-ontology#guides"": 0.09658754660725524, ""https://example.org/narrative-character-ontology#follows"": 0.10023918607565266, ""https://example.org/narrative-character-ontology#fears"": 0.07860184153025354, ""https://example.org/narrative-character-ontology#distrusts"": 0.08197278613665054, ""https://example.org/narrative-character-ontology#deceives"": 0.08408077473603551, ""https://example.org/narrative-character-ontology#commands"": 0.044742264336922924, ""https://example.org/narrative-character-ontology#betrays"": 0.07883245801502833, ""https://example.org/narrative-character-ontology#attacks"": 0.07678103183232604}",nli_grouped_softmax
