relation_id,source_mention_id,predicate_token_i,predicate_start,predicate_end,target_mention_id,source_cluster_id,target_cluster_id,object_property_logits_json,selection_method
rel_1062_7954_1063,1062,7954,7954,7955,1063,14,3,"{""https://example.org/nlp-sdai/narrative-entity-ontology#movesToward"": -0.47119140625, ""https://example.org/nlp-sdai/narrative-entity-ontology#holdsAttitudeToward"": -1.087890625, ""https://example.org/nlp-sdai/narrative-entity-ontology#harms"": -2.15234375, ""https://example.org/nlp-sdai/narrative-entity-ontology#guides"": 1.2412109375, ""https://example.org/nlp-sdai/narrative-entity-ontology#accompanies"": -0.52783203125}",nli_grouped_softmax
rel_1081_8077_1083,1081,8077,8077,8079,1083,3,14,"{""https://example.org/nlp-sdai/narrative-entity-ontology#movesToward"": -0.9404296875, ""https://example.org/nlp-sdai/narrative-entity-ontology#holdsAttitudeToward"": -0.60205078125, ""https://example.org/nlp-sdai/narrative-entity-ontology#harms"": -2.4296875, ""https://example.org/nlp-sdai/narrative-entity-ontology#guides"": -0.67138671875, ""https://example.org/nlp-sdai/narrative-entity-ontology#accompanies"": -0.6640625}",nli_grouped_softmax
rel_1133_8432_1135,1133,8432,8432,8434,1135,3,14,"{""https://example.org/nlp-sdai/narrative-entity-ontology#movesToward"": -0.91357421875, ""https://example.org/nlp-sdai/narrative-entity-ontology#holdsAttitudeToward"": -0.353515625, ""https://example.org/nlp-sdai/narrative-entity-ontology#harms"": -2.39453125, ""https://example.org/nlp-sdai/narrative-entity-ontology#guides"": -0.62841796875, ""https://example.org/nlp-sdai/narrative-entity-ontology#accompanies"": -0.351806640625}",nli_grouped_softmax
rel_1213_8820_1215,1213,8820,8820,8821,1215,3,15,"{""https://example.org/nlp-sdai/narrative-entity-ontology#movesToward"": -1.3125, ""https://example.org/nlp-sdai/narrative-entity-ontology#holdsAttitudeToward"": -1.0380859375, ""https://example.org/nlp-sdai/narrative-entity-ontology#harms"": -2.3828125, ""https://example.org/nlp-sdai/narrative-entity-ontology#guides"": -1.634765625}",nli_grouped_softmax
rel_1214_8820_1215,1214,8820,8820,8821,1215,14,15,"{""https://example.org/nlp-sdai/narrative-entity-ontology#movesToward"": -1.107421875, ""https://example.org/nlp-sdai/narrative-entity-ontology#holdsAttitudeToward"": -1.12109375, ""https://example.org/nlp-sdai/narrative-entity-ontology#harms"": -2.248046875, ""https://example.org/nlp-sdai/narrative-entity-ontology#guides"": -1.5830078125}",nli_grouped_softmax
rel_1242_8932_1243,1242,8932,8932,8933,1243,9,3,"{""https://example.org/nlp-sdai/narrative-entity-ontology#movesToward"": -1.302734375, ""https://example.org/nlp-sdai/narrative-entity-ontology#holdsAttitudeToward"": -0.53271484375, ""https://example.org/nlp-sdai/narrative-entity-ontology#harms"": -1.9833984375, ""https://example.org/nlp-sdai/narrative-entity-ontology#guides"": -1.373046875, ""https://example.org/nlp-sdai/narrative-entity-ontology#accompanies"": -2.2265625}",nli_grouped_softmax
rel_1253_8979_1254,1253,8979,8979,8980,1254,9,3,"{""https://example.org/nlp-sdai/narrative-entity-ontology#movesToward"": -1.2568359375, ""https://example.org/nlp-sdai/narrative-entity-ontology#holdsAttitudeToward"": -0.61474609375, ""https://example.org/nlp-sdai/narrative-entity-ontology#harms"": -2.21875, ""https://example.org/nlp-sdai/narrative-entity-ontology#guides"": -1.255859375, ""https://example.org/nlp-sdai/narrative-entity-ontology#accompanies"": -1.7939453125}",nli_grouped_softmax
rel_1253_8979_1255,1253,8979,8979,8980,1255,9,14,"{""https://example.org/nlp-sdai/narrative-entity-ontology#movesToward"": -1.0322265625, ""https://example.org/nlp-sdai/narrative-entity-ontology#holdsAttitudeToward"": -0.6904296875, ""https://example.org/nlp-sdai/narrative-entity-ontology#harms"": -2.326171875, ""https://example.org/nlp-sdai/narrative-entity-ontology#guides"": -0.94873046875, ""https://example.org/nlp-sdai/narrative-entity-ontology#accompanies"": -1.349609375}",nli_grouped_softmax
rel_1259_9030_1261,1259,9030,9030,9031,1261,14,15,"{""https://example.org/nlp-sdai/narrative-entity-ontology#movesToward"": -0.4482421875, ""https://example.org/nlp-sdai/narrative-entity-ontology#holdsAttitudeToward"": -0.57421875, ""https://example.org/nlp-sdai/narrative-entity-ontology#harms"": -2.818359375, ""https://example.org/nlp-sdai/narrative-entity-ontology#guides"": -0.68017578125}",nli_grouped_softmax
rel_1262_9037_1263,1262,9037,9037,9039,1263,14,11,"{""https://example.org/nlp-sdai/narrative-entity-ontology#movesToward"": -0.5341796875, ""https://example.org/nlp-sdai/narrative-entity-ontology#locatedIn"": -2.25390625, ""https://example.org/nlp-sdai/narrative-entity-ontology#holdsAttitudeToward"": -0.76171875, ""https://example.org/nlp-sdai/narrative-entity-ontology#harms"": -2.380859375, ""https://example.org/nlp-sdai/narrative-entity-ontology#guides"": -0.81982421875}",nli_grouped_softmax
rel_1271_9084_1272,1271,9084,9084,9086,1272,15,16,"{""https://example.org/nlp-sdai/narrative-entity-ontology#locatedIn"": 0.0}",single_candidate_router
rel_1273_9090_1274,1273,9090,9090,9092,1274,15,13,"{""https://example.org/nlp-sdai/narrative-entity-ontology#locatedIn"": 0.0}",single_candidate_router
rel_1281_9162_1283,1281,9162,9162,9163,1283,14,15,"{""https://example.org/nlp-sdai/narrative-entity-ontology#movesToward"": -1.150390625, ""https://example.org/nlp-sdai/narrative-entity-ontology#holdsAttitudeToward"": -1.263671875, ""https://example.org/nlp-sdai/narrative-entity-ontology#harms"": -2.14453125, ""https://example.org/nlp-sdai/narrative-entity-ontology#guides"": -1.3466796875}",nli_grouped_softmax
rel_1324_9428_1326,1324,9428,9428,9429,1326,14,3,"{""https://example.org/nlp-sdai/narrative-entity-ontology#movesToward"": -0.95263671875, ""https://example.org/nlp-sdai/narrative-entity-ontology#holdsAttitudeToward"": -0.91455078125, ""https://example.org/nlp-sdai/narrative-entity-ontology#harms"": -1.9306640625, ""https://example.org/nlp-sdai/narrative-entity-ontology#guides"": -1.0625, ""https://example.org/nlp-sdai/narrative-entity-ontology#accompanies"": -1.4228515625}",nli_grouped_softmax
rel_1325_9428_1326,1325,9428,9428,9429,1326,17,3,"{""https://example.org/nlp-sdai/narrative-entity-ontology#movesToward"": -1.064453125, ""https://example.org/nlp-sdai/narrative-entity-ontology#holdsAttitudeToward"": -1.12890625, ""https://example.org/nlp-sdai/narrative-entity-ontology#harms"": -2.146484375, ""https://example.org/nlp-sdai/narrative-entity-ontology#guides"": -1.1748046875, ""https://example.org/nlp-sdai/narrative-entity-ontology#accompanies"": -1.53125}",nli_grouped_softmax
rel_1330_9446_1331,1330,9446,9446,9448,1331,15,16,"{""https://example.org/nlp-sdai/narrative-entity-ontology#locatedIn"": 0.0}",single_candidate_router
rel_1522_10511_1525,1522,10511,10511,10513,1525,3,16,"{""https://example.org/nlp-sdai/narrative-entity-ontology#movesToward"": -0.67822265625, ""https://example.org/nlp-sdai/narrative-entity-ontology#locatedIn"": -1.62109375, ""https://example.org/nlp-sdai/narrative-entity-ontology#holdsAttitudeToward"": -1.3857421875, ""https://example.org/nlp-sdai/narrative-entity-ontology#harms"": -2.69140625, ""https://example.org/nlp-sdai/narrative-entity-ontology#guides"": -1.107421875}",nli_grouped_softmax
rel_1574_10827_1575,1574,10827,10827,10829,1575,17,13,"{""https://example.org/nlp-sdai/narrative-entity-ontology#movesToward"": -0.61328125, ""https://example.org/nlp-sdai/narrative-entity-ontology#locatedIn"": -1.7177734375, ""https://example.org/nlp-sdai/narrative-entity-ontology#holdsAttitudeToward"": -1.73828125, ""https://example.org/nlp-sdai/narrative-entity-ontology#harms"": -1.291015625, ""https://example.org/nlp-sdai/narrative-entity-ontology#guides"": -1.708984375}",nli_grouped_softmax
rel_1606_10998_1607,1606,10998,10998,10999,1607,17,4,"{""https://example.org/nlp-sdai/narrative-entity-ontology#movesToward"": -1.060546875, ""https://example.org/nlp-sdai/narrative-entity-ontology#holdsAttitudeToward"": -0.14306640625, ""https://example.org/nlp-sdai/narrative-entity-ontology#harms"": -0.6845703125, ""https://example.org/nlp-sdai/narrative-entity-ontology#guides"": -1.4833984375, ""https://example.org/nlp-sdai/narrative-entity-ontology#accompanies"": -1.6494140625}",nli_grouped_softmax
rel_1606_10998_1608,1606,10998,10998,10999,1608,17,14,"{""https://example.org/nlp-sdai/narrative-entity-ontology#movesToward"": -1.4833984375, ""https://example.org/nlp-sdai/narrative-entity-ontology#holdsAttitudeToward"": -1.134765625, ""https://example.org/nlp-sdai/narrative-entity-ontology#harms"": -1.0068359375, ""https://example.org/nlp-sdai/narrative-entity-ontology#guides"": -1.90234375, ""https://example.org/nlp-sdai/narrative-entity-ontology#accompanies"": -2.0234375}",nli_grouped_softmax
rel_1625_11090_1626,1625,11090,11090,11091,1626,17,14,"{""https://example.org/nlp-sdai/narrative-entity-ontology#movesToward"": -1.1845703125, ""https://example.org/nlp-sdai/narrative-entity-ontology#holdsAttitudeToward"": -0.67626953125, ""https://example.org/nlp-sdai/narrative-entity-ontology#harms"": -0.254638671875, ""https://example.org/nlp-sdai/narrative-entity-ontology#guides"": -1.4716796875, ""https://example.org/nlp-sdai/narrative-entity-ontology#accompanies"": -1.70703125}",nli_grouped_softmax
rel_1631_11118_1632,1631,11118,11118,11120,1632,3,14,"{""https://example.org/nlp-sdai/narrative-entity-ontology#movesToward"": -1.2587890625, ""https://example.org/nlp-sdai/narrative-entity-ontology#holdsAttitudeToward"": -0.8017578125, ""https://example.org/nlp-sdai/narrative-entity-ontology#harms"": -0.98291015625, ""https://example.org/nlp-sdai/narrative-entity-ontology#guides"": -1.7333984375, ""https://example.org/nlp-sdai/narrative-entity-ontology#accompanies"": -1.818359375}",nli_grouped_softmax
rel_1635_11131_1636,1635,11131,11131,11132,1636,3,14,"{""https://example.org/nlp-sdai/narrative-entity-ontology#movesToward"": -1.033203125, ""https://example.org/nlp-sdai/narrative-entity-ontology#holdsAttitudeToward"": 0.09112548828125, ""https://example.org/nlp-sdai/narrative-entity-ontology#harms"": -0.70263671875, ""https://example.org/nlp-sdai/narrative-entity-ontology#guides"": -1.0185546875, ""https://example.org/nlp-sdai/narrative-entity-ontology#accompanies"": -0.78515625}",nli_grouped_softmax
rel_1666_11323_1667,1666,11323,11323,11325,1667,17,4,"{""https://example.org/nlp-sdai/narrative-entity-ontology#movesToward"": -1.376953125, ""https://example.org/nlp-sdai/narrative-entity-ontology#holdsAttitudeToward"": -1.1630859375, ""https://example.org/nlp-sdai/narrative-entity-ontology#harms"": -2.69921875, ""https://example.org/nlp-sdai/narrative-entity-ontology#guides"": -1.642578125, ""https://example.org/nlp-sdai/narrative-entity-ontology#accompanies"": -1.9326171875}",nli_grouped_softmax
rel_1727_11736_1728,1727,11736,11736,11738,1728,14,9,"{""https://example.org/nlp-sdai/narrative-entity-ontology#movesToward"": -0.308349609375, ""https://example.org/nlp-sdai/narrative-entity-ontology#holdsAttitudeToward"": -0.31787109375, ""https://example.org/nlp-sdai/narrative-entity-ontology#harms"": -2.115234375, ""https://example.org/nlp-sdai/narrative-entity-ontology#guides"": -0.6279296875, ""https://example.org/nlp-sdai/narrative-entity-ontology#accompanies"": -1.091796875}",nli_grouped_softmax
rel_1745_11813_1746,1745,11813,11813,11814,1746,9,17,"{""https://example.org/nlp-sdai/narrative-entity-ontology#movesToward"": -1.123046875, ""https://example.org/nlp-sdai/narrative-entity-ontology#holdsAttitudeToward"": -0.65283203125, ""https://example.org/nlp-sdai/narrative-entity-ontology#harms"": -2.150390625, ""https://example.org/nlp-sdai/narrative-entity-ontology#guides"": -0.95654296875, ""https://example.org/nlp-sdai/narrative-entity-ontology#accompanies"": -1.4619140625}",nli_grouped_softmax
rel_1748_11831_1749,1748,11831,11831,11832,1749,9,14,"{""https://example.org/nlp-sdai/narrative-entity-ontology#movesToward"": -1.2333984375, ""https://example.org/nlp-sdai/narrative-entity-ontology#holdsAttitudeToward"": -0.9091796875, ""https://example.org/nlp-sdai/narrative-entity-ontology#harms"": -1.6220703125, ""https://example.org/nlp-sdai/narrative-entity-ontology#guides"": -1.22265625, ""https://example.org/nlp-sdai/narrative-entity-ontology#accompanies"": -1.4716796875}",nli_grouped_softmax
rel_1757_11879_1758,1757,11879,11879,11881,1758,17,15,"{""https://example.org/nlp-sdai/narrative-entity-ontology#movesToward"": -0.62255859375, ""https://example.org/nlp-sdai/narrative-entity-ontology#holdsAttitudeToward"": -0.4228515625, ""https://example.org/nlp-sdai/narrative-entity-ontology#harms"": -1.3740234375, ""https://example.org/nlp-sdai/narrative-entity-ontology#guides"": -0.09637451171875}",nli_grouped_softmax
rel_1778_12015_1779,1778,12015,12015,12017,1779,4,17,"{""https://example.org/nlp-sdai/narrative-entity-ontology#movesToward"": -1.599609375, ""https://example.org/nlp-sdai/narrative-entity-ontology#holdsAttitudeToward"": 1.1796875, ""https://example.org/nlp-sdai/narrative-entity-ontology#harms"": -1.0380859375, ""https://example.org/nlp-sdai/narrative-entity-ontology#guides"": -1.73828125, ""https://example.org/nlp-sdai/narrative-entity-ontology#accompanies"": -0.908203125}",nli_grouped_softmax
rel_1807_12167_1809,1807,12167,12167,12168,1809,3,14,"{""https://example.org/nlp-sdai/narrative-entity-ontology#movesToward"": -1.498046875, ""https://example.org/nlp-sdai/narrative-entity-ontology#holdsAttitudeToward"": -1.1748046875, ""https://example.org/nlp-sdai/narrative-entity-ontology#harms"": -1.978515625, ""https://example.org/nlp-sdai/narrative-entity-ontology#guides"": -1.5029296875, ""https://example.org/nlp-sdai/narrative-entity-ontology#accompanies"": -1.693359375}",nli_grouped_softmax
rel_1807_12167_1810,1807,12167,12167,12168,1810,3,17,"{""https://example.org/nlp-sdai/narrative-entity-ontology#movesToward"": -1.732421875, ""https://example.org/nlp-sdai/narrative-entity-ontology#holdsAttitudeToward"": -1.41015625, ""https://example.org/nlp-sdai/narrative-entity-ontology#harms"": -2.072265625, ""https://example.org/nlp-sdai/narrative-entity-ontology#guides"": -1.7734375, ""https://example.org/nlp-sdai/narrative-entity-ontology#accompanies"": -1.994140625}",nli_grouped_softmax
rel_1863_12404_1864,1863,12404,12404,12405,1864,9,3,"{""https://example.org/nlp-sdai/narrative-entity-ontology#movesToward"": -1.1396484375, ""https://example.org/nlp-sdai/narrative-entity-ontology#holdsAttitudeToward"": -0.55126953125, ""https://example.org/nlp-sdai/narrative-entity-ontology#harms"": -2.119140625, ""https://example.org/nlp-sdai/narrative-entity-ontology#guides"": -1.2626953125, ""https://example.org/nlp-sdai/narrative-entity-ontology#accompanies"": -1.5068359375}",nli_grouped_softmax
rel_1863_12404_1865,1863,12404,12404,12405,1865,9,17,"{""https://example.org/nlp-sdai/narrative-entity-ontology#movesToward"": -1.345703125, ""https://example.org/nlp-sdai/narrative-entity-ontology#holdsAttitudeToward"": -0.468505859375, ""https://example.org/nlp-sdai/narrative-entity-ontology#harms"": -1.984375, ""https://example.org/nlp-sdai/narrative-entity-ontology#guides"": -1.5185546875, ""https://example.org/nlp-sdai/narrative-entity-ontology#accompanies"": -1.7099609375}",nli_grouped_softmax
rel_1882_12523_1883,1882,12523,12523,12525,1883,17,16,"{""https://example.org/nlp-sdai/narrative-entity-ontology#movesToward"": -0.5859375, ""https://example.org/nlp-sdai/narrative-entity-ontology#locatedIn"": -1.3134765625, ""https://example.org/nlp-sdai/narrative-entity-ontology#holdsAttitudeToward"": -1.1298828125, ""https://example.org/nlp-sdai/narrative-entity-ontology#harms"": -0.79638671875, ""https://example.org/nlp-sdai/narrative-entity-ontology#guides"": -0.389404296875}",nli_grouped_softmax
rel_1894_12605_1895,1894,12605,12605,12608,1895,17,16,"{""https://example.org/nlp-sdai/narrative-entity-ontology#movesToward"": -0.330322265625, ""https://example.org/nlp-sdai/narrative-entity-ontology#locatedIn"": -0.73828125, ""https://example.org/nlp-sdai/narrative-entity-ontology#holdsAttitudeToward"": -1.435546875, ""https://example.org/nlp-sdai/narrative-entity-ontology#harms"": -2.404296875, ""https://example.org/nlp-sdai/narrative-entity-ontology#guides"": -1.1650390625}",nli_grouped_softmax
rel_1931_12823_1932,1931,12823,12823,12825,1932,15,11,"{""https://example.org/nlp-sdai/narrative-entity-ontology#locatedIn"": 0.0}",single_candidate_router
rel_1962_13063_1963,1962,13063,13063,13064,1963,17,15,"{""https://example.org/nlp-sdai/narrative-entity-ontology#movesToward"": -1.0927734375, ""https://example.org/nlp-sdai/narrative-entity-ontology#holdsAttitudeToward"": -1.1015625, ""https://example.org/nlp-sdai/narrative-entity-ontology#harms"": -1.9658203125, ""https://example.org/nlp-sdai/narrative-entity-ontology#guides"": -1.599609375}",nli_grouped_softmax
rel_1999_13325_2000,1999,13325,13325,13326,2000,3,4,"{""https://example.org/nlp-sdai/narrative-entity-ontology#movesToward"": -0.2310791015625, ""https://example.org/nlp-sdai/narrative-entity-ontology#holdsAttitudeToward"": -1.0029296875, ""https://example.org/nlp-sdai/narrative-entity-ontology#harms"": -2.408203125, ""https://example.org/nlp-sdai/narrative-entity-ontology#guides"": -0.8203125, ""https://example.org/nlp-sdai/narrative-entity-ontology#accompanies"": -0.4375}",nli_grouped_softmax
